distance	shift	window_size_hrs	clust_metric	value	window_overlap_perc
DTW	0	1.5	silhouette	0.252748020896699	0
DTW	0	1.5	Calinkski-Harabasz	5116.14425108293	0
DTW	0	1.5	entropy	2.10092904178271	0
DTW	0	1.5	Dunn	0.358153186199457	0
DTW	0	2.5	cluster	4	0
DTW	0	2.5	totWSS	2093895.42015467	0
DTW	0	2.5	totBSS/totSS	0.728745842837079	0
DTW	0	2.5	silhouette	0.315294080085876	0
DTW	0	2.5	Calinkski-Harabasz	3062.13729581529	0
DTW	0	2.5	entropy	1.32756865759947	0
DTW	0	2.5	Dunn	0.730552769118891	0
DTW	0	2	cluster	8	0
DTW	0	2	totWSS	1170603.17901031	0
DTW	0	2	totBSS/totSS	0.833150603643241	0
DTW	0	2	silhouette	0.22523982378091	0
DTW	0	2	Calinkski-Harabasz	3151.70850769851	0
DTW	0	2	entropy	1.9867062982807	0
DTW	0	2	Dunn	0.37475603209829	0
DTW	0	3.5	cluster	4	0
DTW	0	3.5	totWSS	2934382.61433748	0
DTW	0	3.5	totBSS/totSS	0.696188398215506	0
DTW	0	3.5	silhouette	0.280459745674819	0
DTW	0	3.5	Calinkski-Harabasz	1845.76420728547	0
DTW	0	3.5	entropy	1.30668055853216	0
DTW	0	3.5	Dunn	0.736993364538933	0
DTW	0	3	cluster	4	0
DTW	0	3	totWSS	2503320.82565009	0
DTW	0	3	totBSS/totSS	0.70711395331046	0
DTW	0	3	silhouette	0.299280671422787	0
DTW	0	3	Calinkski-Harabasz	2324.49555976971	0
DTW	0	3	entropy	1.30776772564296	0
DTW	0	3	Dunn	0.724954535021342	0
DTW	0	4	cluster	3	0
DTW	0	4	totWSS	3940132.01741851	0
DTW	0	4	totBSS/totSS	0.614429999991377	0
DTW	0	4	silhouette	0.321777514482145	0
DTW	0	4	Calinkski-Harabasz	1691.26888488397	0
DTW	0	4	entropy	1.01741058972871	0
DTW	0	4	Dunn	0.944729679334516	0
DTW	0	5.5	cluster	3	0
DTW	0	5.5	totWSS	2722320.96717386	0
DTW	0	5.5	totBSS/totSS	0.603381450285865	0
DTW	0	5.5	silhouette	0.305989648686112	0
DTW	0	5.5	Calinkski-Harabasz	672.157387864217	0
DTW	0	5.5	entropy	0.994315584838329	0
DTW	0	5.5	Dunn	0.97914440318125	0
DTW	0	5	cluster	3	0
DTW	0	5	totWSS	2901156.15097528	0
DTW	0	5	totBSS/totSS	0.602674603296756	0
DTW	0	5	silhouette	0.30767088913278	0
DTW	0	5	Calinkski-Harabasz	804.416890011384	0
DTW	0	5	entropy	0.994196027873188	0
DTW	0	5	Dunn	0.957067288595337	0
DTW	0	6	cluster	3	0
DTW	0	6	totWSS	2881585.71619809	0
DTW	0	6	totBSS/totSS	0.586310339364937	0
DTW	0	6	silhouette	0.279171688574917	0
DTW	0	6	Calinkski-Harabasz	542.60298362253	0
DTW	0	6	entropy	0.98959830732373	0
DTW	0	6	Dunn	0.913428391069007	0
DTW	105	3.5	cluster	4	50
DTW	105	3.5	totWSS	6024512.35182792	50
DTW	105	3.5	totBSS/totSS	0.694302433101623	50
DTW	105	3.5	silhouette	0.280252122129589	50
DTW	105	3.5	Calinkski-Harabasz	3750.09531824143	50
DTW	105	3.5	entropy	1.30324838218688	50
DTW	105	3.5	Dunn	0.72965591322106	50
DTW	112	2.5	cluster	4	25
DTW	112	2.5	totWSS	2924367.34018592	25
DTW	112	2.5	totBSS/totSS	0.725317863732421	25
DTW	112	2.5	silhouette	0.312193737527503	25
DTW	112	2.5	Calinkski-Harabasz	4152.19139733337	25
DTW	112	2.5	entropy	1.31702724450763	25
DTW	112	2.5	Dunn	0.733840688007774	25
DTW	120	4	cluster	4	50
DTW	120	4	totWSS	5866164.61988098	50
DTW	120	4	totBSS/totSS	0.693789835045904	50
DTW	120	4	silhouette	0.270937300669123	50
DTW	120	4	Calinkski-Harabasz	2983.54486903663	50
DTW	120	4	entropy	1.30541171727826	50
DTW	120	4	Dunn	0.745707284741637	50
DTW	135	3	cluster	4	25
DTW	135	3	totWSS	3243556.1872182	25
DTW	135	3	totBSS/totSS	0.716946315163135	25
DTW	135	3	silhouette	0.300402751013138	25
DTW	135	3	Calinkski-Harabasz	3235.68837303887	25
DTW	135	3	entropy	1.3140276655446	25
DTW	135	3	Dunn	0.735898294330482	25
DTW	150	5	cluster	3	50
DTW	150	5	totWSS	6132509.62644387	50
DTW	150	5	totBSS/totSS	0.597565951316611	50
DTW	150	5	silhouette	0.302527057852142	50
DTW	150	5	Calinkski-Harabasz	1663.56360367581	50
DTW	150	5	entropy	1.00874361423145	50
DTW	150	5	Dunn	0.955371822459224	50
DTW	157	3.5	cluster	4	25
DTW	157	3.5	totWSS	3911274.88281663	25
DTW	157	3.5	totBSS/totSS	0.69822003687537	25
DTW	157	3.5	silhouette	0.285737317260109	25
DTW	157	3.5	Calinkski-Harabasz	2500.64118603515	25
DTW	157	3.5	entropy	1.30868975264515	25
DTW	157	3.5	Dunn	0.730597859824895	25
DTW	165	5.5	cluster	3	50
DTW	165	5.5	totWSS	5475814.913586	50
DTW	165	5.5	totBSS/totSS	0.599919079969994	50
DTW	165	5.5	silhouette	0.295748332009726	50
DTW	165	5.5	Calinkski-Harabasz	1326.05159431891	50
DTW	165	5.5	entropy	1.01822096845222	50
DTW	165	5.5	Dunn	0.932518789843941	50
DTW	180	4	cluster	3	25
DTW	180	4	totWSS	4528603.2851317	25
DTW	180	4	totBSS/totSS	0.621023823194865	25
DTW	180	4	silhouette	0.325865702358504	25
DTW	180	4	Calinkski-Harabasz	2029.19503799019	25
DTW	180	4	entropy	1.0103836480672	25
DTW	180	4	Dunn	0.959463814121436	25
DTW	180	6	cluster	3	50
DTW	180	6	totWSS	4827293.13055931	50
DTW	180	6	totBSS/totSS	0.587472511266489	50
DTW	180	6	silhouette	0.287286679802767	50
DTW	180	6	Calinkski-Harabasz	923.302544527109	50
DTW	180	6	entropy	0.987949080186625	50
DTW	180	6	Dunn	0.943007505302049	50
DTW	225	5	cluster	3	25
DTW	225	5	totWSS	3968013.56909411	25
DTW	225	5	totBSS/totSS	0.603058691577463	25
DTW	225	5	silhouette	0.307388577005817	25
DTW	225	5	Calinkski-Harabasz	1119.43632256575	25
DTW	225	5	entropy	1.01865873396804	25
DTW	225	5	Dunn	0.968345781706901	25
DTW	247	5.5	cluster	3	25
DTW	247	5.5	totWSS	3882858.60644068	25
DTW	247	5.5	totBSS/totSS	0.598158599854135	25
DTW	247	5.5	silhouette	0.29719169783932	25
DTW	247	5.5	Calinkski-Harabasz	921.162445733684	25
DTW	247	5.5	entropy	1.00405854388491	25
DTW	247	5.5	Dunn	0.947931059906827	25
DTW	270	6	cluster	3	25
DTW	270	6	totWSS	2927411.37846499	25
DTW	270	6	totBSS/totSS	0.613628006170638	25
DTW	270	6	silhouette	0.304801323813036	25
DTW	270	6	Calinkski-Harabasz	654.826738114315	25
DTW	270	6	entropy	1.00436809862301	25
DTW	270	6	Dunn	0.981859027830405	25
DTW	37	1.25	cluster	10	50
DTW	37	1.25	totWSS	941987.287052305	50
DTW	37	1.25	totBSS/totSS	0.896636725100207	50
DTW	37	1.25	silhouette	0.252510355713682	50
DTW	37	1.25	Calinkski-Harabasz	13753.232283311	50
DTW	37	1.25	entropy	2.18352071599734	50
DTW	37	1.25	Dunn	0.345643833334809	50
DTW	37	2.5	cluster	8	75
DTW	37	2.5	totWSS	5599421.818018	75
DTW	37	2.5	totBSS/totSS	0.82305231041658	75
DTW	37	2.5	silhouette	0.216825951506696	75
DTW	37	2.5	Calinkski-Harabasz	9326.17483331776	75
DTW	37	2.5	entropy	1.96285886984425	75
DTW	37	2.5	Dunn	0.390095084368248	75
DTW	45	1.5	cluster	9	50
DTW	45	1.5	totWSS	1373072.96473527	50
DTW	45	1.5	totBSS/totSS	0.871994666291061	50
DTW	45	1.5	silhouette	0.244418956468266	50
DTW	45	1.5	Calinkski-Harabasz	10041.2695063896	50
DTW	45	1.5	entropy	2.09385173245435	50
DTW	45	1.5	Dunn	0.341618023816495	50
DTW	45	3	cluster	4	75
DTW	45	3	totWSS	9850139.44010157	75
DTW	45	3	totBSS/totSS	0.714762596001966	75
DTW	45	3	silhouette	0.300083155511356	75
DTW	45	3	Calinkski-Harabasz	9657.04968855985	75
DTW	45	3	entropy	1.31582277945024	75
DTW	45	3	Dunn	0.726616738432064	75
DTW	52	3.5	cluster	4	75
DTW	52	3.5	totWSS	11914697.8151888	75
DTW	52	3.5	totBSS/totSS	0.69638523119735	75
DTW	52	3.5	silhouette	0.281683684587213	75
DTW	52	3.5	Calinkski-Harabasz	7531.14202866157	75
DTW	52	3.5	entropy	1.30601660385434	75
DTW	52	3.5	Dunn	0.727344987248082	75
DTW	56	1.25	cluster	6	25
DTW	56	1.25	totWSS	854707.033720759	25
DTW	56	1.25	totBSS/totSS	0.857822183180319	25
DTW	56	1.25	silhouette	0.328487479128171	25
DTW	56	1.25	Calinkski-Harabasz	11385.3118966807	25
DTW	56	1.25	entropy	1.67536813792714	25
DTW	56	1.25	Dunn	0.480748076863843	25
DTW	60	2	cluster	8	50
DTW	60	2	totWSS	2274869.75663809	50
DTW	60	2	totBSS/totSS	0.834993840446147	50
DTW	60	2	silhouette	0.229758841810188	50
DTW	60	2	Calinkski-Harabasz	6307.5441564553	50
DTW	60	2	entropy	1.97616045902028	50
DTW	60	2	Dunn	0.404305327786938	50
DTW	60	4	cluster	3	75
DTW	60	4	totWSS	13694773.2983737	75
DTW	60	4	totBSS/totSS	0.621300071568536	75
DTW	60	4	silhouette	0.327348809170414	75
DTW	60	4	Calinkski-Harabasz	6145.41609286214	75
DTW	60	4	entropy	1.01881947540128	75
DTW	60	4	Dunn	0.953994510724243	75
DTW	67	1.5	cluster	18	25
DTW	67	1.5	totWSS	559556.059533797	25
DTW	67	1.5	totBSS/totSS	0.922120265632399	25
DTW	67	1.5	silhouette	0.180873845017631	25
DTW	67	1.5	Calinkski-Harabasz	5494.65793322803	25
DTW	67	1.5	entropy	2.81301004280425	25
DTW	67	1.5	Dunn	0.213550173946651	25
DTW	75	2.5	cluster	4	50
DTW	75	2.5	totWSS	4226102.61826384	50
DTW	75	2.5	totBSS/totSS	0.728196068399977	50
DTW	75	2.5	silhouette	0.314849005133378	50
DTW	75	2.5	Calinkski-Harabasz	6162.31488589989	50
DTW	75	2.5	entropy	1.31590712268936	50
DTW	75	2.5	Dunn	0.741850022487964	50
DTW	75	5	cluster	3	75
DTW	75	5	totWSS	12393705.6634269	75
DTW	75	5	totBSS/totSS	0.598514390755177	75
DTW	75	5	silhouette	0.303451390004267	75
DTW	75	5	Calinkski-Harabasz	3385.24573621303	75
DTW	75	5	entropy	1.00791040025812	75
DTW	75	5	Dunn	0.963045691977746	75
DTW	82	5.5	cluster	3	75
DTW	82	5.5	totWSS	10836450.5357132	75
DTW	82	5.5	totBSS/totSS	0.596492976904724	75
DTW	82	5.5	silhouette	0.298946820345982	75
DTW	82	5.5	Calinkski-Harabasz	2571.95275442814	75
DTW	82	5.5	entropy	0.994964507747122	75
DTW	82	5.5	Dunn	0.962037467604606	75
DTW	90	2	cluster	8	25
DTW	90	2	totWSS	1517576.46114529	25
DTW	90	2	totBSS/totSS	0.83696690710082	25
DTW	90	2	silhouette	0.233890922471271	25
DTW	90	2	Calinkski-Harabasz	4322.00406352595	25
DTW	90	2	entropy	1.98127174565377	25
DTW	90	2	Dunn	0.420065642130881	25
DTW	90	3	cluster	4	50
DTW	90	3	totWSS	4923601.31774811	50
DTW	90	3	totBSS/totSS	0.715264631581581	50
DTW	90	3	silhouette	0.30244878439697	50
DTW	90	3	Calinkski-Harabasz	4839.34555946746	50
DTW	90	3	entropy	1.31270327791467	50
DTW	90	3	Dunn	0.725504009974665	50
DTW	90	6	cluster	3	75
DTW	90	6	totWSS	10553639.9290685	75
DTW	90	6	totBSS/totSS	0.588087868927472	75
DTW	90	6	silhouette	0.290675490408501	75
DTW	90	6	Calinkski-Harabasz	2020.69780076294	75
DTW	90	6	entropy	0.990330872184262	75
DTW	90	6	Dunn	0.959388484152177	75
euclidean	0	1.25	cluster	7	0
euclidean	0	1.25	totWSS	21134.2955362669	0
euclidean	0	1.25	totBSS/totSS	0.795936799286836	0
euclidean	0	1.25	silhouette	0.237140308584555	0
euclidean	0	1.25	Calinkski-Harabasz	4560.43343106693	0
euclidean	0	1.25	entropy	1.80205856214697	0
euclidean	0	1.25	Dunn	0.419644413747461	0
euclidean	0	1.5	cluster	7	0
euclidean	0	1.5	totWSS	23034.6266007663	0
euclidean	0	1.5	totBSS/totSS	0.778739528491559	0
euclidean	0	1.5	silhouette	0.220225528710545	0
euclidean	0	1.5	Calinkski-Harabasz	3457.54711101819	0
euclidean	0	1.5	entropy	1.80265150362048	0
euclidean	0	1.5	Dunn	0.421040494751913	0
euclidean	0	2.5	cluster	4	0
euclidean	0	2.5	totWSS	38208.2535124515	0
euclidean	0	2.5	totBSS/totSS	0.617373371293482	0
euclidean	0	2.5	silhouette	0.241502516117596	0
euclidean	0	2.5	Calinkski-Harabasz	1839.20053977204	0
euclidean	0	2.5	entropy	1.31282415400876	0
euclidean	0	2.5	Dunn	0.6438603261275	0
euclidean	0	2	cluster	4	0
euclidean	0	2	totWSS	36541.2440481132	0
euclidean	0	2	totBSS/totSS	0.647127204688217	0
euclidean	0	2	silhouette	0.264733179945151	0
euclidean	0	2	Calinkski-Harabasz	2703.47533335024	0
euclidean	0	2	entropy	1.31535900675366	0
euclidean	0	2	Dunn	0.678141864542032	0
euclidean	0	3.5	cluster	3	0
euclidean	0	3.5	totWSS	50441.7539826623	0
euclidean	0	3.5	totBSS/totSS	0.48738810888534	0
euclidean	0	3.5	silhouette	0.241535634136799	0
euclidean	0	3.5	Calinkski-Harabasz	1149.53326714139	0
euclidean	0	3.5	entropy	1.00332527527274	0
euclidean	0	3.5	Dunn	0.815574347543217	0
euclidean	0	3	cluster	3	0
euclidean	0	3	totWSS	49635.4185553378	0
euclidean	0	3	totBSS/totSS	0.508396260965286	0
euclidean	0	3	silhouette	0.255237783826197	0
euclidean	0	3	Calinkski-Harabasz	1494.34147155915	0
euclidean	0	3	entropy	1.01623311052608	0
euclidean	0	3	Dunn	0.814048654643652	0
euclidean	0	4	cluster	3	0
euclidean	0	4	totWSS	52295.7000600761	0
euclidean	0	4	totBSS/totSS	0.470280832388093	0
euclidean	0	4	silhouette	0.226641596151614	0
euclidean	0	4	Calinkski-Harabasz	942.447210220208	0
euclidean	0	4	entropy	1.0075113944885	0
euclidean	0	4	Dunn	0.796220278350153	0
euclidean	0	5.5	cluster	3	0
euclidean	0	5.5	totWSS	32018.045473711	0
euclidean	0	5.5	totBSS/totSS	0.431752218699424	0
euclidean	0	5.5	silhouette	0.19526181104347	0
euclidean	0	5.5	Calinkski-Harabasz	335.947809224702	0
euclidean	0	5.5	entropy	0.984822637745601	0
euclidean	0	5.5	Dunn	0.792054926289823	0
euclidean	0	5	cluster	3	0
euclidean	0	5	totWSS	34122.6016013845	0
euclidean	0	5	totBSS/totSS	0.445088343207653	0
euclidean	0	5	silhouette	0.206607808069198	0
euclidean	0	5	Calinkski-Harabasz	425.605287491306	0
euclidean	0	5	entropy	0.977677704688946	0
euclidean	0	5	Dunn	0.800823235349294	0
euclidean	0	6	cluster	3	0
euclidean	0	6	totWSS	30653.5127077071	0
euclidean	0	6	totBSS/totSS	0.422000857448831	0
euclidean	0	6	silhouette	0.181049937938006	0
euclidean	0	6	Calinkski-Harabasz	279.763428971021	0
euclidean	0	6	entropy	0.969755504095362	0
euclidean	0	6	Dunn	0.772258038808379	0
euclidean	105	3.5	cluster	3	50
euclidean	105	3.5	totWSS	103596.154572238	50
euclidean	105	3.5	totBSS/totSS	0.48638705531443	50
euclidean	105	3.5	silhouette	0.238866359249879	50
euclidean	105	3.5	Calinkski-Harabasz	2346.19737126671	50
euclidean	105	3.5	entropy	1.0080731613493	50
euclidean	105	3.5	Dunn	0.817637772479498	50
euclidean	112	2.5	cluster	4	25
euclidean	112	2.5	totWSS	53123.4323368401	25
euclidean	112	2.5	totBSS/totSS	0.614190483523103	25
euclidean	112	2.5	silhouette	0.237534739760151	25
euclidean	112	2.5	Calinkski-Harabasz	2503.41300635125	25
euclidean	112	2.5	entropy	1.29822425594975	25
euclidean	112	2.5	Dunn	0.643437735858843	25
euclidean	120	4	cluster	3	50
euclidean	120	4	totWSS	96100.7900660259	50
euclidean	120	4	totBSS/totSS	0.476752441480109	50
euclidean	120	4	silhouette	0.229467973239819	50
euclidean	120	4	Calinkski-Harabasz	1800.45908202927	50
euclidean	120	4	entropy	1.00577422652503	50
euclidean	120	4	Dunn	0.813839122523022	50
euclidean	135	3	cluster	3	25
euclidean	135	3	totWSS	65786.683525021	25
euclidean	135	3	totBSS/totSS	0.508858844840386	25
euclidean	135	3	silhouette	0.255437075066788	25
euclidean	135	3	Calinkski-Harabasz	1986.13631873908	25
euclidean	135	3	entropy	1.01825521182334	25
euclidean	135	3	Dunn	0.828648207969264	25
euclidean	150	5	cluster	3	50
euclidean	150	5	totWSS	73269.8385543059	50
euclidean	150	5	totBSS/totSS	0.43607305013546	50
euclidean	150	5	silhouette	0.199772110466417	50
euclidean	150	5	Calinkski-Harabasz	866.572050714496	50
euclidean	150	5	entropy	0.985888423049313	50
euclidean	150	5	Dunn	0.792696831818079	50
euclidean	157	3.5	cluster	3	25
euclidean	157	3.5	totWSS	67547.9990276756	25
euclidean	157	3.5	totBSS/totSS	0.488544972323927	25
euclidean	157	3.5	silhouette	0.242395284558789	25
euclidean	157	3.5	Calinkski-Harabasz	1549.36612017736	25
euclidean	157	3.5	entropy	1.00959446091392	25
euclidean	157	3.5	Dunn	0.825797305524675	25
euclidean	165	5.5	cluster	3	50
euclidean	165	5.5	totWSS	64174.4344546564	50
euclidean	165	5.5	totBSS/totSS	0.430644364722431	50
euclidean	165	5.5	silhouette	0.19207703141235	50
euclidean	165	5.5	Calinkski-Harabasz	669.131395802227	50
euclidean	165	5.5	entropy	0.995854581341169	50
euclidean	165	5.5	Dunn	0.779341075468742	50
euclidean	180	4	cluster	3	25
euclidean	180	4	totWSS	60062.8034287659	25
euclidean	180	4	totBSS/totSS	0.477998331700913	25
euclidean	180	4	silhouette	0.23058086321732	25
euclidean	180	4	Calinkski-Harabasz	1134.13915647967	25
euclidean	180	4	entropy	0.998068875145183	25
euclidean	180	4	Dunn	0.819130548671212	25
euclidean	180	6	cluster	3	50
euclidean	180	6	totWSS	52429.2903539535	50
euclidean	180	6	totBSS/totSS	0.417760640031021	50
euclidean	180	6	silhouette	0.181521537926957	50
euclidean	180	6	Calinkski-Harabasz	465.443015436987	50
euclidean	180	6	entropy	0.977086012053064	50
euclidean	180	6	Dunn	0.774395640777725	50
euclidean	225	5	cluster	3	25
euclidean	225	5	totWSS	47917.6588037296	25
euclidean	225	5	totBSS/totSS	0.438974298160728	25
euclidean	225	5	silhouette	0.203428334549435	25
euclidean	225	5	Calinkski-Harabasz	576.772871473448	25
euclidean	225	5	entropy	1.00244162127861	25
euclidean	225	5	Dunn	0.797726643052908	25
euclidean	247	5.5	cluster	3	25
euclidean	247	5.5	totWSS	44854.2233255422	25
euclidean	247	5.5	totBSS/totSS	0.431140295377114	25
euclidean	247	5.5	silhouette	0.194420864937682	25
euclidean	247	5.5	Calinkski-Harabasz	469.261388386753	25
euclidean	247	5.5	entropy	0.989350511677806	25
euclidean	247	5.5	Dunn	0.793259958112455	25
euclidean	270	6	cluster	3	25
euclidean	270	6	totWSS	32458.5708838367	25
euclidean	270	6	totBSS/totSS	0.433189238367237	25
euclidean	270	6	silhouette	0.19184598961341	25
euclidean	270	6	Calinkski-Harabasz	315.371851712868	25
euclidean	270	6	entropy	0.981960612578181	25
euclidean	270	6	Dunn	0.791922821073133	25
euclidean	30	2	cluster	4	75
euclidean	30	2	totWSS	142173.000488285	75
euclidean	30	2	totBSS/totSS	0.652167337589125	75
euclidean	30	2	silhouette	0.268933981535746	75
euclidean	30	2	Calinkski-Harabasz	10913.1418381698	75
euclidean	30	2	entropy	1.30538041755205	75
euclidean	30	2	Dunn	0.674777291023858	75
euclidean	37	1.25	cluster	10	50
euclidean	37	1.25	totWSS	36174.2471473328	50
euclidean	37	1.25	totBSS/totSS	0.828348568105929	50
euclidean	37	1.25	silhouette	0.190926317806482	50
euclidean	37	1.25	Calinkski-Harabasz	7651.08466159561	50
euclidean	37	1.25	entropy	2.16347519226052	50
euclidean	37	1.25	Dunn	0.352743892905607	50
euclidean	37	2.5	cluster	4	75
euclidean	37	2.5	totWSS	156747.264126109	75
euclidean	37	2.5	totBSS/totSS	0.617353984924343	75
euclidean	37	2.5	silhouette	0.240706095260023	75
euclidean	37	2.5	Calinkski-Harabasz	7550.42056733488	75
euclidean	37	2.5	entropy	1.30305406823184	75
euclidean	37	2.5	Dunn	0.653046441370366	75
euclidean	45	1.5	cluster	7	50
euclidean	45	1.5	totWSS	46666.7904030908	50
euclidean	45	1.5	totBSS/totSS	0.775800851960588	50
euclidean	45	1.5	silhouette	0.220419661250834	50
euclidean	45	1.5	Calinkski-Harabasz	6802.00245976929	50
euclidean	45	1.5	entropy	1.78612811691426	50
euclidean	45	1.5	Dunn	0.408151458457571	50
euclidean	45	3	cluster	3	75
euclidean	45	3	totWSS	197576.805528259	75
euclidean	45	3	totBSS/totSS	0.51094324640552	75
euclidean	45	3	silhouette	0.257286942575461	75
euclidean	45	3	Calinkski-Harabasz	6040.21379451961	75
euclidean	45	3	entropy	1.01994124265319	75
euclidean	45	3	Dunn	0.826494215392309	75
euclidean	52	3.5	cluster	3	75
euclidean	52	3.5	totWSS	204134.204442998	75
euclidean	52	3.5	totBSS/totSS	0.490989475792182	75
euclidean	52	3.5	silhouette	0.24176893296603	75
euclidean	52	3.5	Calinkski-Harabasz	4751.6170132993	75
euclidean	52	3.5	entropy	1.01530703274956	75
euclidean	52	3.5	Dunn	0.814901322510642	75
euclidean	56	1.25	cluster	6	25
euclidean	56	1.25	totWSS	29883.0864161495	25
euclidean	56	1.25	totBSS/totSS	0.785567042787878	25
euclidean	56	1.25	silhouette	0.266146853390224	25
euclidean	56	1.25	Calinkski-Harabasz	6913.15276187846	25
euclidean	56	1.25	entropy	1.6558160175912	25
euclidean	56	1.25	Dunn	0.466498477161202	25
euclidean	60	2	cluster	4	50
euclidean	60	2	totWSS	71156.9488592336	50
euclidean	60	2	totBSS/totSS	0.651833650754746	50
euclidean	60	2	silhouette	0.266937302214083	50
euclidean	60	2	Calinkski-Harabasz	5447.78262126637	50
euclidean	60	2	entropy	1.30919956609852	50
euclidean	60	2	Dunn	0.678488508870147	50
euclidean	60	4	cluster	3	75
euclidean	60	4	totWSS	182416.348119676	75
euclidean	60	4	totBSS/totSS	0.476135165725406	75
euclidean	60	4	silhouette	0.230628486021013	75
euclidean	60	4	Calinkski-Harabasz	3404.74478428346	75
euclidean	60	4	entropy	1.00483275389124	75
euclidean	60	4	Dunn	0.812769854040795	75
euclidean	67	1.5	cluster	7	25
euclidean	67	1.5	totWSS	30667.9029359327	25
euclidean	67	1.5	totBSS/totSS	0.780058338288897	25
euclidean	67	1.5	silhouette	0.22360362155427	25
euclidean	67	1.5	Calinkski-Harabasz	4669.93535708989	25
euclidean	67	1.5	entropy	1.78508060337488	25
euclidean	67	1.5	Dunn	0.436814598985937	25
euclidean	75	2.5	cluster	3	50
euclidean	75	2.5	totWSS	94029.0938792847	50
euclidean	75	2.5	totBSS/totSS	0.53295587639371	50
euclidean	75	2.5	silhouette	0.274420562908597	50
euclidean	75	2.5	Calinkski-Harabasz	3937.95261670646	50
euclidean	75	2.5	entropy	1.02651346104073	50
euclidean	75	2.5	Dunn	0.829723782735712	50
euclidean	75	5	cluster	3	75
euclidean	75	5	totWSS	147773.249724723	75
euclidean	75	5	totBSS/totSS	0.438650296868848	75
euclidean	75	5	silhouette	0.202133907725314	75
euclidean	75	5	Calinkski-Harabasz	1774.71538359788	75
euclidean	75	5	entropy	0.992297538709555	75
euclidean	75	5	Dunn	0.802581482291645	75
euclidean	82	5.5	cluster	3	75
euclidean	82	5.5	totWSS	126722.454216283	75
euclidean	82	5.5	totBSS/totSS	0.428284520417962	75
euclidean	82	5.5	silhouette	0.193508430695071	75
euclidean	82	5.5	Calinkski-Harabasz	1303.59684190354	75
euclidean	82	5.5	entropy	0.992665773401204	75
euclidean	82	5.5	Dunn	0.787434644029253	75
euclidean	90	2	cluster	4	25
euclidean	90	2	totWSS	48171.6226989907	25
euclidean	90	2	totBSS/totSS	0.651079316102834	25
euclidean	90	2	silhouette	0.267602505690976	25
euclidean	90	2	Calinkski-Harabasz	3668.22921501285	25
euclidean	90	2	entropy	1.30690803665814	25
euclidean	90	2	Dunn	0.682710616301496	25
euclidean	90	3	cluster	3	50
euclidean	90	3	totWSS	98515.2460819558	50
euclidean	90	3	totBSS/totSS	0.512293184863999	50
euclidean	90	3	silhouette	0.258379646637417	50
euclidean	90	3	Calinkski-Harabasz	3036.1908809315	50
euclidean	90	3	entropy	1.02184673885736	50
euclidean	90	3	Dunn	0.825071310778541	50
euclidean	90	6	cluster	3	75
euclidean	90	6	totWSS	114246.281874432	75
euclidean	90	6	totBSS/totSS	0.418866682886109	75
euclidean	90	6	silhouette	0.183772039666054	75
euclidean	90	6	Calinkski-Harabasz	1020.39678718698	75
euclidean	90	6	entropy	0.987452414097235	75
euclidean	90	6	Dunn	0.782382666366782	75
